,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Title,Website,Writer,Year,imdbID,imdbRating,imdbVotes,movie_id,totalSeasons
4773,"Miles Teller, Beulah Koale, Joe Cole, Scott Haze",1 win.,9437885,"USA, India, Canada",23-Jan-18,Jason Hall,"Biography, Drama, War",English,68.0,"A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.",https://m.media-amazon.com/images/M/MV5BMTA0NTM5NzgzMjJeQTJeQWpwZ15BbWU4MDAwODc3NjIy._V1_SX300.jpg,Universal Studios,R,27-Oct-17,TRUE,77,109,Thank You for Your Service,http://www.thankyouforyourservicemovie.com/,"David Finkel (Thank You for Your Service by), Jason Hall",2017,tt2776878,6.5,8111,4774,-1.0
4774,"Luke Wilson, Eddie Izzard, J.K. Simmons, Lewis Black",2 nominations.,-1,"China, USA",-1,Ash Brannon,"Animation, Adventure, Comedy",English,48.0,"When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",https://m.media-amazon.com/images/M/MV5BMjA5MTAwMzM3OF5BMl5BanBnXkFtZTgwNTk4NjYyMTI@._V1_SX300.jpg,-1,PG,24-Feb-17,TRUE,-1,90,Rock Dog,-1,"Ash Brannon (screenplay by), Kurt Voelker (screenplay by), Ash Brannon (story by), Jun Zheng (story by), Jun Zheng (based on the graphic novel ""Tibetan Rock Dog"" by), Denise Bradley (additional story material), Vincente DiSanti (additional story material), Will Finn (additional story material), Carolyn Gair (additional story material), Nicole McMath (additional story material), Josh Zinman (additional story material)",2016,tt2822672,5.9,3461,4775,-1.0
4775,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland",5 wins & 28 nominations.,8554554,USA,11-Jul-17,James Gray,"Adventure, Biography, Drama","English, Portuguese, Tupi, Spanish, German",78.0,"A true-life drama, centering on British explorer Col. Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s.",https://m.media-amazon.com/images/M/MV5BMjQzNTk3MTkyNF5BMl5BanBnXkFtZTgwMDA2MDQzMTI@._V1_SX300.jpg,Amazon Studios/Bleecker Street Media,PG-13,21-Apr-17,TRUE,86,141,The Lost City of Z,http://www.lostcityofz.com/,"James Gray (written for the screen by), David Grann (based on the book by)",2016,tt1212428,6.6,59969,4776,-1.0
4776,"Bee Namthip, Apichaya Thongkham, Thunyaphat Pattarateerachaicharoen, Panisara Rikulsurakan",-1,8186236,Thailand,18-Jul-17,Sophon Sakdaphisit,"Drama, Horror, Thriller",Thai,-1.0,"Ib and Boum decide to commit suicide together in Bangkok in 1997. After reneging on the promise, the vengeful ghost of Ib returns 20 years later to haunt Boum and her 15 year old daughter, Bell.",https://m.media-amazon.com/images/M/MV5BNzJkMzdjYzAtZWY4ZC00OWY1LWE3MDgtMTgyNTE4NWYyY2MyXkEyXkFqcGdeQXVyNzEyMTA5MTU@._V1_SX300.jpg,Open Road Films,-1,7-Sep-17,TRUE,49,114,The Promise,http://thepromise.movie/,"Sopana Chaowiwatkul, Supalerk Ningsanond, Sophon Sakdaphisit",2017,tt7232438,6.1,421,4777,-1.0
4777,"Dane DeHaan, Jason Isaacs, Mia Goth, Ivo Nandi",4 wins & 5 nominations.,8103139,"USA, Germany",6-Jun-17,Gore Verbinski,"Drama, Fantasy, Horror","English, German",47.0,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.",https://m.media-amazon.com/images/M/MV5BMTg5Njg1MzIwNl5BMl5BanBnXkFtZTgwNDU1NjczMDI@._V1_SX300.jpg,20th Century Fox,R,17-Feb-17,TRUE,41,146,A Cure for Wellness,http://www.acureforwellness.com,"Justin Haythe (screenplay by), Justin Haythe (story by), Gore Verbinski (story by)",2016,tt4731136,6.4,62926,4778,-1.0
4778,"Gary Oldman, Janet Montgomery, Trey Tucker, Scott Takeda",4 nominations.,7829766,USA,16-May-17,Peter Chelsom,"Adventure, Drama, Romance",English,33.0,"The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street smart girl to discover how he came to be.",https://m.media-amazon.com/images/M/MV5BNjYzODU1OTkwN15BMl5BanBnXkFtZTgwMDA3MTMwMDI@._V1_SX300.jpg,STX Entertainment,PG-13,3-Feb-17,TRUE,17,120,The Space Between Us,http://stxmovies.com/thespacebetweenus/,"Allan Loeb (screenplay by), Stewart Schill (story by), Richard Barton Lewis (story by), Allan Loeb (story by)",2017,tt3922818,6.4,36624,4779,-1.0
4779,"Kevin Sorbo, Sam Sorbo, Daniel Roebuck, Donielle Artese",-1,-1,USA,-1,Kevin Sorbo,Drama,English,-1.0,An atheist goes through a near-death experience in a car accident before converting to Christianity.,https://m.media-amazon.com/images/M/MV5BOTY0MzBiNTgtMGYwNy00MjBkLWI5MGMtODk0M2IxZGY1Y2UwXkEyXkFqcGdeQXVyMTUzNjU3OQ@@._V1_SX300.jpg,EyeSteelFilm,PG-13,3-Nov-17,TRUE,100,100,Let There Be Light,http://fusion.film/,"Sam Sorbo, Dan Gordon",2017,tt5804314,4.7,1865,4780,-1.0
4780,"RaÌ¼l ArÌ©valo, BÌÁrbara Lennie, ÌÒscar Jaenada, JosÌ© Coronado",8 nominations.,-1,Spain,-1,AgustÌ_n DÌ_az Yanes,"Adventure, Drama, History",Spanish,-1.0,"Love, ambition, treason and death clash in a neverending search for a city built with gold.",https://m.media-amazon.com/images/M/MV5BODg0NzY0OGEtZjUwYS00ZDNiLTkyNjEtODE5YzhhNmUxZTg5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Apache Films,R,1-Dec-17,TRUE,40,103,Gold,-1,"Arturo PÌ©rez-Reverte (short story), AgustÌ_n DÌ_az Yanes (screenplay), Arturo PÌ©rez-Reverte (screenplay)",2017,tt5162658,5.7,702,4781,-1.0
4781,"Samuel L. Jackson, James Baldwin, Martin Luther King, Malcolm X",Nominated for 1 Oscar. Another 25 wins & 45 nominations.,7120626,"Switzerland, France, Belgium, USA",2-May-17,Raoul Peck,Documentary,"English, French",95.0,"Writer James Baldwin tells the story of race in modern America with his unfinished novel, Remember This House.",https://m.media-amazon.com/images/M/MV5BMjEyNzIzMTk3Ml5BMl5BanBnXkFtZTgwNDE1Nzc1MDI@._V1_SX300.jpg,Magnolia Pictures,PG-13,17-Feb-17,TRUE,98,93,I Am Not Your Negro,http://www.iamnotyournegrofilm.com/,"James Baldwin (writings), Raoul Peck (scenario)",2016,tt5804038,7.8,12279,4782,-1.0
4782,"Salma Hayek, John Lithgow, Connie Britton, Jay Duplass",2 wins & 8 nominations.,7115001,USA,-1,Miguel Arteta,"Comedy, Drama","English, Spanish",68.0,A holistic medicine practitioner attends a wealthy client's dinner party after her car breaks down.,https://m.media-amazon.com/images/M/MV5BNDU3M2EwZWEtMGQxZS00NmFjLTlhMDItMDU5NGU1MGUyZmVmXkEyXkFqcGdeQXVyNjU2NTMxOTg@._V1_SX300.jpg,Roadside Attractions,R,9-Jun-17,TRUE,74,82,Beatriz at Dinner,http://www.beatrizatdinnermovie.com/,Mike White,2017,tt5929750,6.1,6861,4783,-1.0
4783,"Yu Xia, Wang Xi'An, Hai Yu, Yue Wu",1 win.,6895695,"China, Canada, USA",21-Nov-17,George Nolfi,"Action, Biography, Drama","English, Mandarin",35.0,"Set against the backdrop of 1960s San Francisco, BIRTH OF THE DRAGON is a modern take on the classic movies that Bruce Lee was known for. It takes its inspiration from the epic and still controversial showdown between an up-and-coming Bruce Lee and kung fu master Wong Jack Man - a battle that gave birth to a legend.",https://m.media-amazon.com/images/M/MV5BMzk3OTQ4MjY0OF5BMl5BanBnXkFtZTgwNzQ2MTcwMzI@._V1_SX300.jpg,BH Tilt/WWE Studios,PG-13,25-Aug-17,TRUE,26,95,Birth of the Dragon,https://www.facebook.com/BirthOfTheDragon,"Stephen J. Rivele, Christopher Wilkinson, Michael Dorgan (based on the article ""Bruce Lee's Toughest Fight"" by)",2016,tt2720826,5.4,5497,4784,-1.0
4784,"Douglas Booth, Josh Burdett, Holly Earl, Robin Hodges",Nominated for 1 Oscar. Another 17 wins & 48 nominations.,6388510,"Poland, UK, USA",16-Jan-18,"Dorota Kobiela, Hugh Welchman","Animation, Biography, Crime",English,62.0,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.",https://m.media-amazon.com/images/M/MV5BMTU3NjE2NjgwN15BMl5BanBnXkFtZTgwNDYzMzEwMzI@._V1_SX300.jpg,Good Deed Entertainment,PG-13,22-Sep-17,TRUE,84,94,Loving Vincent,http://lovingvincent.com/,"Dorota Kobiela, Hugh Welchman, Jacek Dehnel",2017,tt3262342,7.8,31695,4785,-1.0
4785,"Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Jonas Karlsson",1 nomination.,6658715,"UK, USA, Sweden",16-Jan-18,Tomas Alfredson,"Crime, Drama, Mystery","English, Russian",23.0,Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,https://m.media-amazon.com/images/M/MV5BNDg1NjYyMTEyOF5BMl5BanBnXkFtZTgwNzY4MDMyMzI@._V1_SX300.jpg,Universal Studios,R,20-Oct-17,TRUE,8,119,The Snowman,http://www.thesnowmanmovie.com/,"Peter Straughan (screenplay by), Hossein Amini (screenplay by), SÌüren Sveistrup (screenplay by), Jo NesbÌü (based on the novel by)",2017,tt1758810,5.1,40380,4786,-1.0
4786,"Greg Kinnear, RenÌ©e Zellweger, Djimon Hounsou, Jon Voight",-1,6410279,USA,20-Feb-18,Michael Carney,Drama,English,47.0,"International art dealer Ron Hall must befriend a dangerous homeless man in order to save his struggling marriage to his wife, a woman whose dreams will lead all three of them on the journey of their lives.",https://m.media-amazon.com/images/M/MV5BY2JhZjU1YWQtM2RmYi00ZjY3LWFhYzktNTk0ZGZkNjBkYzI2XkEyXkFqcGdeQXVyNjAwOTYzMjM@._V1_SX300.jpg,Paramount Pictures / Pure Flix,PG-13,20-Oct-17,TRUE,33,119,Same Kind of Different as Me,http://www.samekindofdifferentasmemovie.com/,"Michael Carney (screenplay), Alexander Foard (screenplay), Ron Hall (screenplay), Ron Hall (book), Denver Moore (book), Lynn Vincent (book)",2017,tt1230168,6.5,3134,4787,-1.0
4787,"Katusha Robert, Randy Green, Cristina Cruz RodrÌ_guez, Benjamin N. Redic II",-1,-1,USA,-1,David F. Mendez,"Comedy, Horror, Sci-Fi",English,-1.0,"Lowriders vs. Zombies from Space is a comedic Sci-Fi/Horror film set in the city of San Antonio, TX. It is in the style of the classical 80s-90s ""B"" low budget movies of that era with a ...",https://m.media-amazon.com/images/M/MV5BNDhiMTZkYmItNDYyYS00NGI3LWI4MDctYjBhZDU2ZjQ1YTczXkEyXkFqcGdeQXVyNjU2NzIzMjE@._V1_SX300.jpg,-1,-1,29-Dec-17,TRUE,-1,53,Lowriders vs Zombies from Space,-1,David F. Mendez,2017,tt7118702,-1.0,-1,4788,-1.0
4788,"Meberate Brooks, Chelsea Coulter, Kelsey Deroian, Thuy Duong",-1,6139048,USA,10-Oct-17,Haley White,"Short, Drama",English,-1.0,"Inspired by Harper Lee's masterpiece, the short film ""Maudie"" follows a woman from her childhood to her deathbed as she deals with prejudice, loss, and love.",https://m.media-amazon.com/images/M/MV5BYzk1OWY5ZGEtZTUxOS00MTI4LWEyMGQtZDQ1YjEzMDMyOGQwXkEyXkFqcGdeQXVyMjA3MDU4OTE@._V1_SX300.jpg,Sony Pictures Classics,-1,1-Oct-17,TRUE,88,11,Maudie,http://sonyclassics.com/maudie/,Haley White,2017,tt7375512,-1.0,-1,4789,-1.0
4789,"Morgan Freeman, Tommy Lee Jones, Rene Russo, Joe Pantoliano",-1,-1,USA,27-Feb-18,Ron Shelton,"Action, Comedy",English,21.0,"A two-hander action comedy in the vein of Midnight Run (1988), about an ex-F.B.I. Agent (Tommy Lee Jones) and an ex-mob lawyer in the Witness Protection Program (Morgan Freeman) having to put aside their petty rivalry on the golf course to fend off a mob hit.",https://m.media-amazon.com/images/M/MV5BMzk0NDdjNWEtMDVkMC00ODdiLTgyMmYtOWM0ZDRjOTU4MjJlXkEyXkFqcGdeQXVyNjM2MDMxMDk@._V1_SX300.jpg,Broad Green Pictures,PG-13,8-Dec-17,TRUE,5,91,Just Getting Started,http://www.justgettingstartedmovie.com/,Ron Shelton,2017,tt5721088,4.3,3667,4790,-1.0
4790,"Brooklynn Prince, Christopher Rivera, Aiden Malik, Josie Olivo",Nominated for 1 Oscar. Another 58 wins & 106 nominations.,5412775,USA,20-Feb-18,Sean Baker,Drama,"English, Spanish, Portuguese",92.0,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",https://m.media-amazon.com/images/M/MV5BMjg4ZmY1MmItMjFjOS00ZTg2LWJjNDYtNDM2YmM2NzhiNmZhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,A24 Films,R,10-Nov-17,TRUE,96,111,The Florida Project,http://floridaproject.movie/,"Sean Baker, Chris Bergoch",2017,tt5649144,7.6,58167,4791,-1.0
4791,"John Corbett, Cara Buono, Myles Moore, Barry Corbin",-1,5750509,USA,12-Dec-17,Steve Gomer,Drama,English,63.0,"When a group of Burmese refugees join the congregation, the pastor of a failing Anglican church attempts to aid them by planting crops and enlisting the help of the community.",https://m.media-amazon.com/images/M/MV5BMjMwODgxMDU4OV5BMl5BanBnXkFtZTgwMDMzNDQ3MjI@._V1_SX300.jpg,Sony Pictures / Affirm Films,PG,25-Aug-17,TRUE,94,108,All Saints,http://www.allsaintsmovie.com,Steve Armour,2017,tt4663548,5.9,981,4792,-1.0
4792,"Steve Monroe, Gavin Wilde, Landon Gordon, Hope Banks",3 wins & 5 nominations.,-1,"UK, USA",-1,George Clooney,"Crime, Drama, Mystery",English,42.0,"As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family.",https://m.media-amazon.com/images/M/MV5BMTA3MjA1NDkxMTReQTJeQWpwZ15BbWU4MDU2Njg3NDMy._V1_SX300.jpg,-1,R,27-Oct-17,TRUE,-1,105,Suburbicon,-1,"Joel Coen, Ethan Coen, George Clooney, Grant Heslov",2017,tt0491175,5.6,25318,4793,-1.0
4793,"Dan Stevens, Mark Schrier, Patrick Joseph Byrnes, Miriam Margolyes",1 win.,5652908,"Ireland, Canada",6-Mar-18,Bharat Nalluri,"Biography, Comedy, Drama",English,60.0,"The journey that led to Charles Dickens' creation of ""A Christmas Carol,"" a timeless tale that would redefine Christmas.",https://m.media-amazon.com/images/M/MV5BZDRjZWZlNjAtYjM1ZS00ZjAyLWE4MmEtNWVmNzZiNTYzOThjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Bleecker Street,PG,22-Nov-17,TRUE,80,104,The Man Who Invented Christmas,https://bleeckerstreetmedia.com/themanwhoinventedchristmas,"Susan Coyne, Charles Dickens (inspired by: ""A Christmas Carol""), Les Standiford (based on: ""The Man Who Invented Christmas"" by)",2017,tt6225520,7.0,5103,4794,-1.0
4794,"Diane Lane, Arnaud Viard, Alec Baldwin, Elise Tielrooy",1 nomination.,5617321,"USA, Japan",5-Sep-17,Eleanor Coppola,"Comedy, Drama, Romance","English, French",48.0,The wife of a successful movie producer takes a car trip from the south of France to Paris with one of her husband's associates.,https://m.media-amazon.com/images/M/MV5BMTkxMzI4ODYzNl5BMl5BanBnXkFtZTgwODQxODU4MTI@._V1_SX300.jpg,Sony Pictures Classics,PG,7-Jul-17,TRUE,45,92,Paris Can Wait,http://sonyclassics.com/pariscanwait/,Eleanor Coppola,2016,tt4429194,5.8,5445,4795,-1.0
4795,"Salman Khan, Katrina Kaif, Paresh Rawal, Anupriya Goenka",1 win.,5560921,India,-1,Ali Abbas Zafar,"Action, Adventure, Thriller","Hindi, English",-1.0,"When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them.",https://m.media-amazon.com/images/M/MV5BYzM0ZTg2OTEtNzI4My00NjBlLWFhYTctY2E4NzdiYzY1YWYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Yash Raj Films,NOT RATED,22-Dec-17,TRUE,67,161,Tiger Zinda Hai,http://www.yashrajfilms.com/,"Neelesh Misra (story), Ali Abbas Zafar (story), Ali Abbas Zafar (screenplay and dialogue), Aditya Chopra (original characters)",2017,tt5956100,6.1,17058,4796,-1.0
4796,"Armie Hammer, TimothÌ©e Chalamet, Michael Stuhlbarg, Amira Casar",Won 1 Oscar. Another 82 wins & 196 nominations.,-1,"Italy, France, Brazil, USA",13-Mar-18,Luca Guadagnino,"Drama, Romance","English, Italian, French, German, Hebrew",93.0,"In 1980s Italy, a romance blossoms between a seventeen year-old student and the older man hired as his father's research assistant.",https://m.media-amazon.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_SX300.jpg,Sony Pictures Classics,R,19-Jan-18,TRUE,95,132,Call Me by Your Name,-1,"James Ivory (screenplay by), AndrÌ© Aciman (based on the novel by)",2017,tt5726616,8.0,126492,4797,-1.0
4797,"Naomi Watts, Jaeden Lieberher, Jacob Tremblay, Sarah Silverman",1 win & 2 nominations.,4219536,USA,3-Oct-17,Colin Trevorrow,"Crime, Drama, Thriller",English,31.0,"With instructions from her genius son's carefully crafted notebook, a single mother sets out to rescue a young girl from the hands of her abusive stepfather.",https://m.media-amazon.com/images/M/MV5BMjQ3MjI4OTU1Ml5BMl5BanBnXkFtZTgwMTgwODcyMjI@._V1_SX300.jpg,Focus Features,PG-13,23-Jun-17,TRUE,22,105,The Book of Henry,http://focusfeatures.com/thebookofhenry,Gregg Hurwitz,2017,tt4572792,6.6,16012,4798,-1.0
4798,"Jake Gyllenhaal, Tatiana Maslany, Miranda Richardson, Richard Lane Jr.",2 wins & 8 nominations.,4192426,USA,19-Dec-17,David Gordon Green,"Biography, Drama",English,76.0,"Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.",https://m.media-amazon.com/images/M/MV5BMjE0NjIwMjQ2MF5BMl5BanBnXkFtZTgwNTAxMzQ5MjI@._V1_SX300.jpg,Lionsgate and Roadside Attractions,R,29-Sep-17,TRUE,92,119,Stronger,http://strongerthefilm.com/home/,"John Pollono (screenplay by), Jeff Bauman (based on the book ""Stronger"" by), Bret Witter (based on the book ""Stronger"" by)",2017,tt3881784,7.0,26670,4799,-1.0
4799,"Sam Elliott, Laura Prepon, Nick Offerman, Krysten Ritter",1 win & 5 nominations.,4077270,USA,19-Sep-17,Brett Haley,"Comedy, Drama, Romance",English,61.0,An ailing movie star comes to terms with his past and mortality.,https://m.media-amazon.com/images/M/MV5BMjA2OTY1MjI4OV5BMl5BanBnXkFtZTgwNzYwMjk5MTI@._V1_SX300.jpg,The Orchard,R,9-Jun-17,TRUE,78,96,The Hero,-1,"Brett Haley, Marc Basch",2017,tt5655222,6.5,5913,4800,-1.0
4800,"Jacob Latimore, Seychelle Gabriel, Storm Reid, Donzaleigh Abernathy",3 nominations.,3847290,USA,1-Aug-17,J.D. Dillard,"Action, Drama, Sci-Fi",English,62.0,"A young street magician (Jacob Latimore) is left to care for his little sister after their parents passing, and turns to illegal activities to keep a roof over their heads. When he gets in ...",https://m.media-amazon.com/images/M/MV5BODRjMDRlMmUtNGFiZi00NjIwLWJkMDgtZGU5NjY4MDNmODg3XkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_SX300.jpg,BH Tilt,R,28-Apr-17,TRUE,75,89,Sleight,https://www.facebook.com/SleightMovie/,"J.D. Dillard, Alex Theurer",2016,tt4573516,5.9,6219,4801,-1.0
4801,"David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport",1 win & 4 nominations.,3901302,"Czech Republic, UK, USA, France",6-Jun-17,Amma Asante,"Biography, Drama, Romance","Tswana, English",65.0,"The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.",https://m.media-amazon.com/images/M/MV5BNDUyNzE1MTAxNF5BMl5BanBnXkFtZTgwODU1Mzk5OTE@._V1_SX300.jpg,Harbinger Pictures,PG-13,10-Feb-17,TRUE,84,111,A United Kingdom,http://www.aunitedkingdomfilm.com/,"Guy Hibbert (screenplay by), Susan Williams (based upon the book 'Colour Bar' by)",2016,tt3387266,6.8,10741,4802,-1.0
4802,"Richard Gere, Lior Ashkenazi, Michael Sheen, Steve Buscemi",1 win & 1 nomination.,3814868,"Israel, USA",11-Jul-17,Joseph Cedar,"Drama, Thriller","English, Hebrew",75.0,"Norman Oppenheimer is a small time operator who befriends a young politician at a low point in his life. Three years later, when the politician becomes an influential world leader, Norman's life dramatically changes for better and worse.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDU2ODc3Njk4OV5BMl5BanBnXkFtZTgwNDM0MjA0MTI@._V1_SX300.jpg,Sony Pictures Classics,R,14-Apr-17,TRUE,89,118,Norman,http://www.normanthemovie.com/,Joseph Cedar,2016,tt4191702,6.2,3744,4803,-1.0
4803,"Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan",2 wins & 1 nomination.,3758792,Germany,9-Jan-18,Simon Verhoeven,"Horror, Thriller",English,31.0,"When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.",https://m.media-amazon.com/images/M/MV5BNGFhZjQ5OTEtY2FlMy00OWM5LTlkYjAtZGUyNTE2YmVkYjc0XkEyXkFqcGdeQXVyNjkwMzU3NDI@._V1_SX300.jpg,Entertainment Studios Motion Pictures,R,22-Sep-17,TRUE,17,92,Friend Request,-1,"Matthew Ballen, Philip Koch, Simon Verhoeven",2016,tt3352390,5.3,19776,4804,-1.0
4804,"Anna Kendrick, Rya Meyers, Charles Green, Lisa Kudrow",1 nomination.,3606977,USA,13-Jun-17,Jeffrey Blitz,"Comedy, Drama, Romance",English,40.0,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway, only to find herself seated with five fellow unwanted guests at the dreaded Table 19.",https://m.media-amazon.com/images/M/MV5BNzQzNzI3NzkzMl5BMl5BanBnXkFtZTgwMjA4MzczOTE@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,3-Mar-17,TRUE,26,87,Table 19,http://www.table19movie.com,"Mark Duplass (story by), Jay Duplass (story by), Jeffrey Blitz (story by), Jeffrey Blitz (screenplay by)",2017,tt1412528,5.8,20487,4805,-1.0
4805,"Sam Claflin, Gemma Arterton, Nicholas Murchie, Richard E. Grant",1 win & 6 nominations.,3595841,"UK, Sweden",11-Jul-17,Lone Scherfig,"Comedy, Drama, Romance","English, Hungarian, Polish, French",76.0,"A former secretary, newly appointed as a scriptwriter for propaganda films, joins the cast and crew of a major production while the Blitz rages around them.",https://m.media-amazon.com/images/M/MV5BNGIwMzIzY2EtZWI1Yi00N2E3LWI0OGMtNmU0MjNmMmNhZmU4XkEyXkFqcGdeQXVyNzY1NzQ2MDk@._V1_SX300.jpg,EuropaCorp / STXfilms,R,7-Apr-17,TRUE,90,117,Their Finest,-1,"Gaby Chiappe (screenplay by), Lissa Evans (based on the novel ""Their Finest Hour and a Half"" by)",2016,tt1661275,6.8,13444,4806,-1.0
4806,"Florence Hartigan, Luke Spencer Roberts, Chelsea Lopez, Justin Matthews",1 nomination.,3599570,USA,1-Aug-17,Justin Barber,"Horror, Mystery, Sci-Fi",English,33.0,"20 years after three teenagers disappeared in the wake of mysterious lights appearing above Phoenix, Arizona, unseen footage from that night has been discovered, chronicling the final hours of their fateful expedition.",https://m.media-amazon.com/images/M/MV5BMTUxODEyNjEzNl5BMl5BanBnXkFtZTgwMDQyMTM2MTI@._V1_SX300.jpg,Cinelou Films,PG-13,21-Apr-17,TRUE,44,87,Phoenix Forgotten,http://www.phoenixforgotten.com/,"T.S. Nowlin, Justin Barber",2017,tt6574272,5.2,4131,4807,-1.0
4807,"Al Gore, George W. Bush, Bill Clinton, Laurent Fabius",Nominated for 1 BAFTA Film Award. Another 3 wins & 12 nominations.,3456144,USA,24-Oct-17,"Bonni Cohen, Jon Shenk",Documentary,"English, French, Russian, German, Mandarin",68.0,"A decade after An Inconvenient Truth (2006) brought climate change to the heart of popular culture, the follow-up shows just how close we are to a real energy revolution.",https://m.media-amazon.com/images/M/MV5BNTkzNTQ0MzA3Ml5BMl5BanBnXkFtZTgwNzg4OTcyMjI@._V1_SX300.jpg,Paramount Pictures,PG,4-Aug-17,TRUE,80,98,An Inconvenient Sequel: Truth to Power,https://inconvenientsequel.tumblr.com/,Al Gore,2017,tt6322922,6.3,5846,4808,-1.0
4808,"Stephen Bishop, Mark G. Chapman, Jessica Vanessa DeLeon, DesireÌ©",-1,2640645,USA,-1,Chris Stokes,Thriller,English,-1.0,"Michael and Madison Roland had planned to spend the rest of their lives together, until one day Michael's controlling ways turned their perfect marriage. With the help of her best friend, ...",https://m.media-amazon.com/images/M/MV5BMjE3MDQyNzMzNF5BMl5BanBnXkFtZTgwOTg5NDU5MjI@._V1_SX300.jpg,Novus Content,PG-13,29-Sep-17,TRUE,-1,101,Til Death Do Us Part,http://www.TilDeathDoUsPart-Movie.com,Marques Houston (screenplay),2017,tt6848602,3.9,351,4809,-1.0
4809,"Raj Arjun, Shubham Chintamani, Shubham Tukaram, Dhanveer",1 win & 11 nominations.,3262954,India,-1,Rahul Dholakia,"Action, Crime, Drama",Hindi,-1.0,A bootlegger sets out to improve his community as a promising leader but falls in a political trap.,https://m.media-amazon.com/images/M/MV5BMTc2NTYwMTE1NV5BMl5BanBnXkFtZTgwODQ5MzAwMTI@._V1_SX300.jpg,Red Chillies Entertainments,TV-MA,25-Jan-17,TRUE,70,143,Raees,-1,"Rahul Dholakia, Harit Mehta, Niraj Shukla, Ashish Vashi",2017,tt3405236,6.9,34554,4810,-1.0
4810,"Helen Mirren, Donald Sutherland, Christian McKay, Janel Moloney",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,-1,"Italy, France",-1,Paolo VirzÌÂ,"Adventure, Comedy, Drama",English,45.0,A runaway couple go on an unforgettable journey in the faithful old RV they call The Leisure Seeker.,https://m.media-amazon.com/images/M/MV5BMTg1NTg2MzcyNF5BMl5BanBnXkFtZTgwNjMwMDIzNDM@._V1_SX300.jpg,-1,R,3-Jan-18,TRUE,-1,112,The Leisure Seeker,-1,"Michael Zadoorian (novel), Stephen Amidon (screenplay), Francesca Archibugi (screenplay), Francesco Piccolo (screenplay), Paolo VirzÌÂ (screenplay)",2017,tt3741632,6.6,3129,4811,-1.0
4811,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,Close Encounters of the Third Kind ,-1,-1,2017,-1,-1.0,-1,4812,-1.0
4812,"Curtis Cook, Anna Drezen, Chris Hardwick, Jesse Joyce",-1,-1,USA,-1,Rick Austin,Comedy,English,-1.0,-1,-1,-1,-1,4-Jun-17,TRUE,-1,90,Comedy Central's Colossal Clusterfest,-1,"Jesse Joyce, Jordan Morris, Eliza Skinner",2017,tt6983196,-1.0,-1,4813,-1.0
